model,question_id,relevant_chunk_ids,precision@1,precision@3,precision@5,recall@1,recall@3,recall@5,top1_accuracy,top3_accuracy,top5_accuracy,reciprocal_rank,retrieval_time,retrieved_rank_1,retrieved_rank_2,retrieved_rank_3,retrieved_rank_4,retrieved_rank_5
sentence_transformer,Q067,S2ORC_ScientificCorpus_P002_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.014633099955972284,S2ORC_ScientificCorpus_P002_C001,S2ORC_ScientificCorpus_P002_C006,S2ORC_ScientificCorpus_P002_C000,S2ORC_ScientificCorpus_P014_C000,S2ORC_ScientificCorpus_P004_C005
sentence_transformer,Q068,S2ORC_ScientificCorpus_P008_C002,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.01420859998324886,S2ORC_ScientificCorpus_P008_C001,S2ORC_ScientificCorpus_P008_C002,S2ORC_ScientificCorpus_P007_C003,S2ORC_ScientificCorpus_P008_C000,S2ORC_ScientificCorpus_P008_C003
sentence_transformer,Q069,S2ORC_ScientificCorpus_P014_C004,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.015101400029379874,S2ORC_ScientificCorpus_P014_C004,S2ORC_ScientificCorpus_P006_C005,S2ORC_ScientificCorpus_P002_C000,S2ORC_ScientificCorpus_P007_C000,S2ORC_ScientificCorpus_P014_C005
sentence_transformer,Q070,SciBERT_ScientificNLP_P001_C003,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.3333333333333333,0.015057799988426268,SciBERT_ScientificNLP_P005_C001,SciBERT_ScientificNLP_P005_C000,SciBERT_ScientificNLP_P001_C003,S2ORC_ScientificCorpus_P006_C004,GlobalRAG_GlobalQA_P003_C000
sentence_transformer,Q071,SciBERT_ScientificNLP_P004_C003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01763389998814091,SciBERT_ScientificNLP_P005_C001,SciBERT_ScientificNLP_P005_C000,S2ORC_ScientificCorpus_P006_C004,SciBERT_ScientificNLP_P005_C002,SciBERT_ScientificNLP_P004_C004
sentence_transformer,Q072,SciBERT_ScientificNLP_P005_C001,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.014993100019637495,SciBERT_ScientificNLP_P005_C001,SciBERT_ScientificNLP_P001_C005,SciBERT_ScientificNLP_P005_C000,SciBERT_ScientificNLP_P002_C003,S2ORC_ScientificCorpus_P006_C004
sentence_transformer,Q073,Sentence_BERT_SBERT_P002_C004,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.3333333333333333,0.014847600017674267,Sentence_BERT_SBERT_P001_C004,Sentence_BERT_SBERT_P001_C005,Sentence_BERT_SBERT_P002_C004,Sentence_BERT_SBERT_P001_C001,Sentence_BERT_SBERT_P002_C000
sentence_transformer,Q074,Sentence_BERT_SBERT_P005_C001,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.015739900001790375,Sentence_BERT_SBERT_P005_C001,Sentence_BERT_SBERT_P004_C003,Sentence_BERT_SBERT_P007_C004,Sentence_BERT_SBERT_P004_C005,Sentence_BERT_SBERT_P001_C000
sentence_transformer,Q075,Sentence_BERT_SBERT_P008_C005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.017889400012791157,Sentence_BERT_SBERT_P001_C005,Sentence_BERT_SBERT_P002_C002,Sentence_BERT_SBERT_P001_C001,Sentence_BERT_SBERT_P008_C004,Sentence_BERT_SBERT_P002_C000
sentence_transformer,Q076,Seven Failure Points in RAG Systems_P001_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.016512800008058548,Embedding Model Similarity in RAG_P008_C008,Seven Failure Points in RAG Systems_P008_C003,Seven Failure Points in RAG Systems_P009_C003,survey_of_RAG_P009_C003,NV-Embed_LLM_Embedding_Model_P007_C005
sentence_transformer,Q077,Seven Failure Points in RAG Systems_P001_C003,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.2,0.014739400008693337,NV-Embed_LLM_Embedding_Model_P003_C003,NV-Embed_LLM_Embedding_Model_P006_C001,BGE_Embedding_Framework_P007_C004,Sentence_BERT_SBERT_P004_C006,Seven Failure Points in RAG Systems_P001_C003
sentence_transformer,Q078,Seven Failure Points in RAG Systems_P020_C003,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.014698800048790872,GTE_Embedding_Model_P010_C004,Seven Failure Points in RAG Systems_P020_C003,Seven Failure Points in RAG Systems_P003_C001,Seven Failure Points in RAG Systems_P004_C017,Seven Failure Points in RAG Systems_P017_C005
sentence_transformer,Q079,SPLADE_Sparse_Retrieval_Model_P001_C007,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.015408499981276691,SPLADE_Sparse_Retrieval_Model_P004_C007,SPLADE_Sparse_Retrieval_Model_P003_C009,SPLADE_Sparse_Retrieval_Model_P004_C003,SPLADE_Sparse_Retrieval_Model_P004_C002,A Benchmarking Library for Retrieval-Augmented Generation_P027_C001
sentence_transformer,Q080,SPLADE_Sparse_Retrieval_Model_P003_C008,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.016739599988795817,SPLADE_Sparse_Retrieval_Model_P003_C009,SPLADE_Sparse_Retrieval_Model_P004_C006,A Benchmarking Library for Retrieval-Augmented Generation_P020_C000,SPLADE_Sparse_Retrieval_Model_P004_C001,SPLADE_Sparse_Retrieval_Model_P004_C005
sentence_transformer,Q081,SPLADE_Sparse_Retrieval_Model_P004_C006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.016532700043171644,SPLADE_Sparse_Retrieval_Model_P004_C003,SPLADE_Sparse_Retrieval_Model_P004_C001,A Benchmarking Library for Retrieval-Augmented Generation_P007_C000,SPLADE_Sparse_Retrieval_Model_P004_C002,A Benchmarking Library for Retrieval-Augmented Generation_P018_C005
sentence_transformer,Q082,survey_of_RAG_P001_C007,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.015865700028371066,survey_of_RAG_P002_C003,survey_of_RAG_P002_C001,RAG Failure Points and Challenges_P002_C000,RAG Failure Points and Challenges_P003_C002,Embedding Similarity in RAG_P002_C007
sentence_transformer,Q083,survey_of_RAG_P005_C008,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.011630100023467094,survey_of_RAG_P001_C007,survey_of_RAG_P012_C006,survey_of_RAG_P002_C001,survey_of_RAG_P002_C002,A Benchmarking Library for Retrieval-Augmented Generation_P002_C006
sentence_transformer,Q084,survey_of_RAG_P009_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01750229997560382,Embedding Model Similarity in RAG_P001_C004,Embedding Model Similarity in RAG_P007_C011,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P003_C003,RAG Failure Points and Challenges_P004_C007,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P006_C001
sentence_transformer,Q085,Technical_Embeddings_RAG_P001_C005,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.2,0.017409500025678426,Technical_Embeddings_RAG_P002_C005,Technical_Embeddings_RAG_P004_C001,Technical_Embeddings_RAG_P001_C007,Technical_Embeddings_RAG_P001_C006,Technical_Embeddings_RAG_P001_C005
sentence_transformer,Q086,Technical_Embeddings_RAG_P002_C006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01717460004147142,Technical_Embeddings_RAG_P004_C001,Technical_Embeddings_RAG_P002_C005,Technical_Embeddings_RAG_P006_C000,Technical_Embeddings_RAG_P001_C000,Technical_Embeddings_RAG_P005_C002
sentence_transformer,Q087,Technical_Embeddings_RAG_P006_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.016312799998559058,Seven Failure Points in RAG Systems_P001_C003,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P003_C003,Embedding Model Similarity in RAG_P001_C004,BGE_Embedding_Framework_P003_C005,Seven Failure Points in RAG Systems_P002_C004
sentence_transformer,Q088,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.3333333333333333,0.01603120000800118,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P002_C002,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P010_C003,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C000,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P003_C001,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C003
sentence_transformer,Q089,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P008_C004,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.25,0.017880800005514175,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P001_C002,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C004,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C005,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P008_C004,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C006
sentence_transformer,Q090,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P010_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.014231699984520674,survey_of_RAG_P009_C004,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C003,DPR_Internal_Knowledge_and_Retrieval_Analysis_P001_C005,survey_of_RAG_P009_C005,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C002
bge,Q001,A Benchmarking Library for Retrieval-Augmented Generation_P002_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.5201299000182189,A Benchmarking Library for Retrieval-Augmented Generation_P001_C001,A Benchmarking Library for Retrieval-Augmented Generation_P003_C001,A Benchmarking Library for Retrieval-Augmented Generation_P003_C002,Embedding Similarity in RAG_P001_C002,A Benchmarking Library for Retrieval-Augmented Generation_P004_C000
bge,Q002,A Benchmarking Library for Retrieval-Augmented Generation_P006_C003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.06579690001672134,A Benchmarking Library for Retrieval-Augmented Generation_P003_C001,A Benchmarking Library for Retrieval-Augmented Generation_P001_C001,A Benchmarking Library for Retrieval-Augmented Generation_P008_C002,A Benchmarking Library for Retrieval-Augmented Generation_P018_C005,A Benchmarking Library for Retrieval-Augmented Generation_P002_C002
bge,Q003,A Benchmarking Library for Retrieval-Augmented Generation_P008_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07581390003906563,survey_of_RAG_P012_C004,A Benchmarking Library for Retrieval-Augmented Generation_P003_C001,A Benchmarking Library for Retrieval-Augmented Generation_P001_C001,A Benchmarking Library for Retrieval-Augmented Generation_P001_C000,survey_of_RAG_P005_C008
bge,Q004,Automated Evaluation of Retrieval Augmented Generation_P001_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07314439996844158,Embedding Similarity in RAG_P002_C007,Automated Evaluation of Retrieval Augmented Generation_P001_C006,RAG Failure Points and Challenges_P004_C002,RAG Failure Points and Challenges_P002_C000,survey_of_RAG_P001_C008
bge,Q005,Automated Evaluation of Retrieval Augmented Generation_P005_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0687665999867022,Embedding Similarity in RAG_P004_C002,Automated Evaluation of Retrieval Augmented Generation_P005_C003,Automated Evaluation of Retrieval Augmented Generation_P001_C001,Embedding Similarity in RAG_P006_C003,survey_of_RAG_P014_C001
bge,Q006,Automated Evaluation of Retrieval Augmented Generation_P005_C004,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.07701989996712655,Automated Evaluation of Retrieval Augmented Generation_P002_C000,Automated Evaluation of Retrieval Augmented Generation_P005_C004,Automated Evaluation of Retrieval Augmented Generation_P005_C003,Automated Evaluation of Retrieval Augmented Generation_P001_C006,Embedding Similarity in RAG_P004_C002
bge,Q007,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08205629995791242,GlobalRAG_Benchmark_P008_C004,GlobalRAG_Benchmark_P002_C006,survey_of_RAG_P014_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C000,GlobalRAG_Benchmark_P008_C005
bge,Q008,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.07715860003372654,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P008_C002,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P005_C001,A Benchmarking Library for Retrieval-Augmented Generation_P007_C000,Technical_Embeddings_RAG_P005_C004
bge,Q009,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P008_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08044109999900684,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C005,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P007_C001,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P005_C001,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P014_C005
bge,Q010,BERT_Passage_Reranking_P001_C000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07048289995873347,BERT_Passage_Reranking_P001_C000,BERT_Passage_Reranking_P001_C003,BERT_Passage_Reranking_P001_C004,BERT_Passage_Reranking_P004_C000,DPR_Internal_Knowledge_and_Retrieval_Analysis_P002_C001
bge,Q011,BERT_Passage_Reranking_P003_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0747237000032328,BERT_Passage_Reranking_P001_C000,ColBERT_Late_Interaction_Retrieval_P007_C002,survey_of_RAG_P010_C002,ColBERT_Late_Interaction_Retrieval_P009_C008,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P003_C007
bge,Q012,BERT_Passage_Reranking_P004_C000,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.25,0.08121129998471588,BERT_Passage_Reranking_P001_C000,BERT_Passage_Reranking_P001_C003,BERT_Passage_Reranking_P001_C004,BERT_Passage_Reranking_P004_C000,DPR_Internal_Knowledge_and_Retrieval_Analysis_P002_C001
bge,Q013,BGE_Embedding_Framework_P002_C001,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.08510309999110177,BGE_Embedding_Framework_P002_C001,BGE_Embedding_Framework_P001_C006,GTE_Embedding_Model_P010_C003,GTE_Embedding_Model_P001_C005,GTE_Embedding_Model_P002_C003
bge,Q014,BGE_Embedding_Framework_P007_C007,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07233629998518154,BGE_Embedding_Framework_P007_C007,E5_Text_Embeddings_Microsoft_P008_C000,BGE_Embedding_Framework_P006_C006,BGE_Embedding_Framework_P007_C004,GlobalRAG_Benchmark_P010_C001
bge,Q015,BGE_Embedding_Framework_P001_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07056580000789836,BGE_Embedding_Framework_P002_C007,BGE_Embedding_Framework_P001_C001,BGE_Embedding_Framework_P006_C004,BGE_Embedding_Framework_P004_C000,BGE_Embedding_Framework_P006_C005
bge,Q016,ColBERT_Late_Interaction_Retrieval_P001_C005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08237190003274009,ColBERT_Late_Interaction_Retrieval_P007_C004,ColBERT_Late_Interaction_Retrieval_P006_C001,ColBERT_Late_Interaction_Retrieval_P009_C008,ColBERT_Late_Interaction_Retrieval_P001_C000,ColBERT_Late_Interaction_Retrieval_P005_C006
bge,Q017,ColBERT_Late_Interaction_Retrieval_P004_C006,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07046890002675354,ColBERT_Late_Interaction_Retrieval_P004_C006,ColBERT_Late_Interaction_Retrieval_P004_C007,ColBERT_Late_Interaction_Retrieval_P006_C006,ColBERT_Late_Interaction_Retrieval_P005_C004,ColBERT_Late_Interaction_Retrieval_P009_C002
bge,Q018,ColBERT_Late_Interaction_Retrieval_P008_C003,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.0760660000378266,BERT_Passage_Reranking_P003_C000,ColBERT_Late_Interaction_Retrieval_P008_C003,ColBERT_Late_Interaction_Retrieval_P001_C005,ColBERT_Late_Interaction_Retrieval_P008_C000,ColBERT_Late_Interaction_Retrieval_P009_C000
bge,Q019,DPR_for_question_answering_P001_C005,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07604790001641959,DPR_for_question_answering_P001_C005,DPR_for_question_answering_P009_C005,E5_Text_Embeddings_Microsoft_P008_C004,DPR_for_question_answering_P001_C000,Massive Text Embedding Benchmark_P003_C002
bge,Q020,DPR_for_question_answering_P006_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07834609999554232,DPR_for_question_answering_P005_C005,DPR_for_question_answering_P012_C002,DPR_Internal_Knowledge_and_Retrieval_Analysis_P002_C002,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P006_C004,DPR_for_question_answering_P005_C001
bge,Q021,DPR_for_question_answering_P009_C005,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07057819998590276,DPR_for_question_answering_P009_C005,DPR_for_question_answering_P001_C000,DPR_for_question_answering_P009_C004,DPR_Internal_Knowledge_and_Retrieval_Analysis_P001_C000,DPR_for_question_answering_P001_C005
bge,Q022,DPR_Internal_Knowledge_and_Retrieval_Analysis_P002_C002,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.3333333333333333,0.0738932000240311,DPR_for_question_answering_P009_C004,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C000,DPR_Internal_Knowledge_and_Retrieval_Analysis_P002_C002,DPR_Internal_Knowledge_and_Retrieval_Analysis_P002_C004,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C003
bge,Q023,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.06770470004994422,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C000,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C007,DPR_for_question_answering_P009_C004,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C006,DPR_Internal_Knowledge_and_Retrieval_Analysis_P001_C001
bge,Q024,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C003,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07784280000487342,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C003,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C002,DPR_for_question_answering_P012_C002,DPR_Internal_Knowledge_and_Retrieval_Analysis_P003_C004,DPR_Internal_Knowledge_and_Retrieval_Analysis_P006_C006
bge,Q025,E5_Text_Embeddings_Microsoft_P001_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07522870000684634,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P018_C003,Massive Text Embedding Benchmark_P002_C006,E5_Text_Embeddings_Microsoft_P005_C005,Massive Text Embedding Benchmark_P024_C002,Massive Text Embedding Benchmark_P017_C000
bge,Q026,E5_Text_Embeddings_Microsoft_P008_C004,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07329859997844324,E5_Text_Embeddings_Microsoft_P008_C004,Massive Text Embedding Benchmark_P007_C003,RAG_for_factual_answers_P007_C005,Massive Text Embedding Benchmark_P008_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C001
bge,Q027,E5_Text_Embeddings_Microsoft_P015_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07367770001292229,E5_Text_Embeddings_Microsoft_P005_C001,Seven Failure Points in RAG Systems_P017_C002,Lost_in_the_Middle_Long_Context_RAG_P005_C001,Seven Failure Points in RAG Systems_P017_C001,GTE_Embedding_Model_P009_C003
bge,Q028,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P002_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.09068900003330782,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P003_C003,Embedding Model Similarity in RAG_P003_C005,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C004,Embedding Model Similarity in RAG_P007_C010,Seven Failure Points in RAG Systems_P001_C005
bge,Q029,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C004,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.25,0.08397119998699054,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P007_C001,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P001_C000,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P003_C004,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C004,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C000
bge,Q030,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P007_C002,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.3333333333333333,0.06971820001490414,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P007_C001,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P003_C003,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P007_C002,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P003_C005,Seven Failure Points in RAG Systems_P001_C003
bge,Q031,Embedding Model Similarity in RAG_P001_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.06807640002807602,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P009_C005,Embedding Model Similarity in RAG_P007_C011,Embedding Model Similarity in RAG_P001_C006,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P010_C003,Embedding Model Similarity in RAG_P002_C008
bge,Q032,Embedding Model Similarity in RAG_P006_C008,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.0743283000192605,Embedding Model Similarity in RAG_P006_C011,Embedding Model Similarity in RAG_P006_C008,Embedding Model Similarity in RAG_P005_C002,Embedding Model Similarity in RAG_P005_C006,Embedding Model Similarity in RAG_P007_C010
bge,Q033,Embedding Model Similarity in RAG_P007_C010,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.08232960000168532,Embedding Model Similarity in RAG_P007_C010,BGE_Embedding_Framework_P006_C007,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P009_C005,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C005,Embedding Model Similarity in RAG_P006_C009
bge,Q034,Embedding Similarity in RAG_P001_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07739039999432862,Embedding Similarity in RAG_P004_C002,Embedding Similarity in RAG_P005_C006,Embedding Similarity in RAG_P006_C002,Embedding Similarity in RAG_P008_C006,Embedding Similarity in RAG_P006_C003
bge,Q035,Embedding Similarity in RAG_P007_C004,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.08725219999905676,Embedding Similarity in RAG_P007_C004,Embedding Similarity in RAG_P005_C006,Embedding Similarity in RAG_P007_C005,Embedding Similarity in RAG_P001_C005,Embedding Similarity in RAG_P008_C006
bge,Q036,Embedding Similarity in RAG_P008_C005,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.3333333333333333,0.07120840001152828,Embedding Similarity in RAG_P008_C003,Embedding Similarity in RAG_P006_C002,Embedding Similarity in RAG_P008_C005,Embedding Similarity in RAG_P001_C001,Embedding Similarity in RAG_P001_C000
bge,Q037,FewShot_Histopathology_P001_C006,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.3333333333333333,0.07415530004072934,FewShot_Histopathology_P001_C001,FewShot_Histopathology_P001_C000,FewShot_Histopathology_P001_C006,FewShot_Histopathology_P004_C005,FewShot_Histopathology_P001_C003
bge,Q038,FewShot_Histopathology_P004_C000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07352919998811558,FewShot_Histopathology_P004_C000,Embedding Similarity in RAG_P002_C001,Embedding Similarity in RAG_P016_C001,Embedding Similarity in RAG_P007_C001,GlobalRAG_Benchmark_P007_C001
bge,Q039,FewShot_Histopathology_P004_C003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08184050000272691,FewShot_Histopathology_P004_C004,FewShot_Histopathology_P001_C004,FewShot_Histopathology_P004_C002,FewShot_Histopathology_P002_C005,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P007_C005
bge,Q040,GlobalRAG_Benchmark_P001_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07310489995870739,GlobalRAG_Benchmark_P002_C001,GlobalRAG_Benchmark_P004_C002,GlobalRAG_Benchmark_P005_C004,GlobalRAG_Benchmark_P004_C001,GlobalRAG_Benchmark_P004_C005
bge,Q041,GlobalRAG_Benchmark_P007_C001,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.3333333333333333,0.06935770000563934,GlobalRAG_Benchmark_P007_C005,GlobalRAG_Benchmark_P007_C004,GlobalRAG_Benchmark_P007_C001,GlobalRAG_Benchmark_P009_C001,GlobalRAG_Benchmark_P009_C004
bge,Q042,GlobalRAG_Benchmark_P010_C001,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.25,0.06957029999466613,GlobalRAG_Benchmark_P010_C004,GlobalRAG_Benchmark_P010_C003,GlobalRAG_Benchmark_P007_C004,GlobalRAG_Benchmark_P010_C001,GlobalRAG_Benchmark_P010_C002
bge,Q043,GlobalRAG_GlobalQA_P001_C002,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.08170169999357313,GlobalRAG_GlobalQA_P001_C002,GlobalRAG_GlobalQA_P004_C000,GlobalRAG_GlobalQA_P003_C006,Massive Text Embedding Benchmark_P019_C005,GlobalRAG_GlobalQA_P002_C000
bge,Q044,GlobalRAG_GlobalQA_P006_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.06707570003345609,GlobalRAG_GlobalQA_P003_C005,GlobalRAG_GlobalQA_P006_C006,GlobalRAG_GlobalQA_P006_C005,GlobalRAG_GlobalQA_P007_C001,GlobalRAG_GlobalQA_P008_C003
