model,question_id,question,reference_answer,generated_answer,rouge1,rouge2,rougeL,retrieval_time,retrieved_rank_1,retrieved_rank_2,retrieved_rank_3,retrieved_rank_4,retrieved_rank_5
sentence_transformer,Q063,What general conclusion does the study draw about engineering RAG systems?,"The study concludes that RAG systems combine information retrieval with LLMs and introduce new engineering challenges around semantic search, generation, monitoring, and adaptation.","The study concludes that engineering RAG systems involves understanding and addressing key failure points and challenges, as highlighted through lessons learned from case studies. It emphasizes the importance of cataloguing failure points and deriving insights to improve system implementation and performance.",0.3125,0.12903225806451613,0.28125,0.016511499998159707,RAG Failure Points and Challenges_P002_C000,survey_of_RAG_P001_C006,survey_of_RAG_P002_C001,survey_of_RAG_P001_C008,survey_of_RAG_P002_C004
sentence_transformer,Q064,What benefit does the original RAG study report from combining parametric and non-parametric memory?,Combining parametric and non-parametric memory with generation improves knowledge-intensive NLP tasks and achieves state-of-the-art results on several open-domain question-answering benchmarks.,"The original RAG study reports that combining parametric and non-parametric memory allows the model to effectively interact and combine these memories, leading to state-of-the-art results in open-domain QA. This combination makes RAG's generation more factual and specific compared to purely parametric models like BART. Additionally, the retrieval index can be updated without retraining the model, enabling easy updating of world knowledge. The non-parametric component helps guide generation by drawing out specific knowledge stored in the parametric memory.",0.2882882882882883,0.1834862385321101,0.2522522522522523,0.021380700054578483,RAG_for_factual_answers_P009_C006,RAG_for_factual_answers_P009_C005,RAG_for_factual_answers_P008_C002,RAG_for_factual_answers_P006_C005,RAG_for_factual_answers_P019_C001
sentence_transformer,Q065,How does learned dense retrieval compare with BM25 in the RAG ablation study?,"Learned retrieval improves results on all tasks except FEVER, where BM25 performs best because the claims are strongly entity-oriented and suited to lexical overlap.",The provided document context does not contain specific information comparing learned dense retrieval with BM25 in the RAG ablation study.,0.17777777777777778,0.0,0.17777777777777778,0.027779399999417365,GlobalRAG_Benchmark_P008_C003,GlobalRAG_Benchmark_P008_C002,RAG_for_factual_answers_P007_C004,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C006,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C006
sentence_transformer,Q066,How many retrieved documents are used for RAG-Token and RAG-Sequence in open-domain QA evaluation?,The implementation uses 15 retrieved documents for RAG-Token and 50 retrieved documents for RAG-Sequence in open-domain question answering.,"For open-domain QA evaluation, RAG-Token models use 15 retrieved documents, while RAG-Sequence models use 50 retrieved documents.",0.6829268292682926,0.41025641025641024,0.3902439024390244,0.03040529997088015,RAG_for_factual_answers_P008_C002,RAG_for_factual_answers_P019_C001,survey_of_RAG_P012_C002,RAG_for_factual_answers_P017_C000,RAG_for_factual_answers_P003_C001
sentence_transformer,Q067,How large is the citation-linked paper graph described for S2ORC?,S2ORC links citations to a graph containing 81.1 million paper nodes derived from Semantic Scholar.,The citation-linked paper graph described for S2ORC consists of 81.1 million paper nodes.,0.5806451612903225,0.2758620689655172,0.45161290322580644,0.03792060003615916,S2ORC_ScientificCorpus_P002_C001,S2ORC_ScientificCorpus_P002_C006,S2ORC_ScientificCorpus_P002_C000,S2ORC_ScientificCorpus_P014_C000,S2ORC_ScientificCorpus_P004_C005
sentence_transformer,Q068,How are paper embeddings learned from citation contexts in the S2ORC analysis?,"The study replaces inline citation spans with linked paper identifiers and trains a word2vec skip-gram model on the resulting citation contexts, producing embeddings for paper identifiers.","Paper embeddings in the S2ORC analysis are learned by training a word2vec skip-gram model on full-text citation contexts, where each inline citation span is replaced with its linked paper identifier. This approach allows the model to learn embeddings corresponding to each unique paper identifier based on the citation context in which the paper is cited.",0.5238095238095238,0.3170731707317073,0.3333333333333333,0.028748900047503412,S2ORC_ScientificCorpus_P008_C001,S2ORC_ScientificCorpus_P008_C002,S2ORC_ScientificCorpus_P007_C003,S2ORC_ScientificCorpus_P008_C000,S2ORC_ScientificCorpus_P008_C003
sentence_transformer,Q069,Approximately how many tokens of full body text and abstract text does S2ORC contain?,S2ORC is estimated to contain about 25 billion tokens of full body text and 15 billion tokens of abstract text.,S2ORC contains approximately 25 billion tokens of full body text and 15 billion tokens of abstract text.,0.8648648648648648,0.742857142857143,0.8648648648648648,0.033889399957843125,S2ORC_ScientificCorpus_P014_C004,S2ORC_ScientificCorpus_P006_C005,S2ORC_ScientificCorpus_P002_C000,S2ORC_ScientificCorpus_P007_C000,S2ORC_ScientificCorpus_P014_C005
sentence_transformer,Q070,Why was SciBERT created instead of relying only on general-domain pretrained language models?,"SciBERT was created to provide a pretrained language model tailored to scientific text, where general-domain models trained on sources such as news and Wikipedia may be less suitable.","SciBERT was created because general-domain pretrained language models like BERT and ELMo are trained on general corpora such as news articles and Wikipedia, which do not capture the specific characteristics of scientific texts. SCIBERT is trained on a large corpus of scientific papers from biomedical and computer science domains, enabling it to provide better performance on scientific NLP tasks by leveraging domain-specific vocabulary and pretraining on an in-domain corpus.",0.3960396039603961,0.22222222222222224,0.25742574257425743,0.04456739989109337,SciBERT_ScientificNLP_P005_C001,SciBERT_ScientificNLP_P005_C000,SciBERT_ScientificNLP_P001_C003,S2ORC_ScientificCorpus_P006_C004,GlobalRAG_GlobalQA_P003_C000
sentence_transformer,Q071,How does SciBERT perform on multidomain scientific NLP tasks compared with BERT-Base?,SciBERT outperforms BERT-Base on multidomain tasks and achieves new state-of-the-art results on several scientific NLP benchmarks.,"SciBERT shows a slight improvement on multidomain scientific NLP tasks compared with BERT-Base, with an observed increase of +0.11 F1. This improvement is smaller compared to its gains on biomedical (+0.76 F1) and computer science (+0.61 F1) tasks.",0.3548387096774194,0.09999999999999999,0.19354838709677416,0.05386679992079735,SciBERT_ScientificNLP_P005_C001,SciBERT_ScientificNLP_P005_C000,S2ORC_ScientificCorpus_P006_C004,SciBERT_ScientificNLP_P005_C002,SciBERT_ScientificNLP_P004_C004
sentence_transformer,Q072,What training corpus and vocabulary distinguish SciBERT from standard BERT?,SciBERT is trained on the full text of 1.14 million biomedical and computer-science papers and uses an in-domain vocabulary called SCIVOCAB.,"SciBERT is distinguished from standard BERT by being trained on the full text of 1.14 million biomedical and computer science papers from the Semantic Scholar corpus. Additionally, SciBERT uses an in-domain vocabulary called SCIVOCAB, whereas standard BERT uses the original BERT vocabulary referred to as BASEVOCAB.",0.638888888888889,0.5714285714285714,0.638888888888889,0.0322930000256747,SciBERT_ScientificNLP_P005_C001,SciBERT_ScientificNLP_P001_C005,SciBERT_ScientificNLP_P005_C000,SciBERT_ScientificNLP_P002_C003,S2ORC_ScientificCorpus_P006_C004
sentence_transformer,Q073,Why is standard BERT inefficient for directly producing sentence embeddings for similarity search?,"Standard BERT does not independently produce sentence embeddings, so sentence representations must be derived indirectly, making semantic similarity comparisons inefficient.","Standard BERT is inefficient for directly producing sentence embeddings for similarity search because it requires feeding both sentences into the network for pairwise comparison, causing massive computational overhead. For example, finding the most similar pair in 10,000 sentences requires about 50 million inference computations (~65 hours). Additionally, BERT's structure does not compute independent sentence embeddings, making it difficult to derive fixed-size embeddings for individual sentences. The common practice of averaging BERT outputs or using the [CLS] token often yields poor sentence embeddings.",0.26666666666666666,0.07766990291262135,0.1523809523809524,0.05323389999102801,Sentence_BERT_SBERT_P001_C004,Sentence_BERT_SBERT_P001_C005,Sentence_BERT_SBERT_P002_C004,Sentence_BERT_SBERT_P001_C001,Sentence_BERT_SBERT_P002_C000
sentence_transformer,Q074,How are sentence pairs compared at prediction time in the SBERT STS experiments?,"At prediction time, SBERT compares sentence embeddings using cosine similarity.","At prediction time in the SBERT STS experiments, sentence pairs are compared by computing the cosine-similarity between their sentence embeddings.",0.5806451612903225,0.2758620689655173,0.45161290322580644,0.030272900010459125,Sentence_BERT_SBERT_P005_C001,Sentence_BERT_SBERT_P004_C003,Sentence_BERT_SBERT_P007_C004,Sentence_BERT_SBERT_P004_C005,Sentence_BERT_SBERT_P001_C000
sentence_transformer,Q075,What architecture does SBERT use to make BERT suitable for efficient sentence similarity tasks?,SBERT fine-tunes BERT in a siamese or triplet-network architecture to produce efficient semantically meaningful sentence embeddings.,"SBERT uses a siamese network architecture to derive fixed-sized vectors for input sentences, enabling efficient comparison using similarity measures like cosine similarity. This modification of the pretrained BERT network allows for fast semantic similarity search and clustering, reducing computational overhead significantly compared to the original BERT.",0.3076923076923077,0.09523809523809525,0.24615384615384614,0.0334222000092268,Sentence_BERT_SBERT_P001_C005,Sentence_BERT_SBERT_P002_C002,Sentence_BERT_SBERT_P001_C001,Sentence_BERT_SBERT_P008_C004,Sentence_BERT_SBERT_P002_C000
sentence_transformer,Q076,What does MTEB reveal about whether one embedding method dominates across all tasks?,"MTEB finds that no single text embedding method dominates across all evaluated tasks, suggesting there is no universal best embedding approach.","MTEB reveals that no single embedding model claims state-of-the-art performance across all tasks, indicating that model performance varies strongly with different tasks.",0.34782608695652173,0.13636363636363635,0.34782608695652173,0.02505089994519949,Embedding Model Similarity in RAG_P008_C008,Seven Failure Points in RAG Systems_P008_C003,Seven Failure Points in RAG Systems_P009_C003,survey_of_RAG_P009_C003,NV-Embed_LLM_Embedding_Model_P007_C005
sentence_transformer,Q077,Why does MTEB argue that evaluating embeddings only on STS and classification is insufficient?,"Performance on semantic textual similarity and classification does not necessarily transfer to retrieval, clustering, reranking, or other real-world embedding tasks.","MTEB argues that evaluating embeddings only on STS and classification is insufficient because STS is known to poorly correlate with other real-world use cases such as search or clustering tasks. Additionally, evaluating embeddings on many tasks requires multiple evaluation pipelines, where implementation details like pre-processing or hyperparameters can influence results, making it unclear if performance improvements stem from the model or from favorable evaluation conditions. This leads to uncertainty in applying the models to new use cases without further reevaluation.",0.23300970873786406,0.0594059405940594,0.17475728155339804,0.02657250000629574,NV-Embed_LLM_Embedding_Model_P003_C003,NV-Embed_LLM_Embedding_Model_P006_C001,BGE_Embedding_Framework_P007_C004,Sentence_BERT_SBERT_P004_C006,Seven Failure Points in RAG Systems_P001_C003
sentence_transformer,Q078,Which MTEB task types show the strongest correlations in the reported task-correlation analysis?,"The analysis reports that clustering and reranking show the strongest task-level correlation, while summarization and classification correlate more weakly.",The MTEB task types that show the strongest correlations in the reported task-correlation analysis are clustering and reranking.,0.6666666666666667,0.21621621621621623,0.41025641025641024,0.035445199930109084,GTE_Embedding_Model_P010_C004,Seven Failure Points in RAG Systems_P020_C003,Seven Failure Points in RAG Systems_P003_C001,Seven Failure Points in RAG Systems_P004_C017,Seven Failure Points in RAG Systems_P017_C005
sentence_transformer,Q079,What are the main design elements of SPLADE?,SPLADE is a sparse lexical expansion model that uses logarithmic activation and sparsity regularization to learn efficient expanded representations.,"The main design elements of SPLADE are its straightforward training procedure, the ability to explicitly control sparsity and FLOPS through regularization, and its operation on inverted indexes. Additionally, SPLADE is simple in design, making it a solid basis for further research improvements.",0.22950819672131145,0.03389830508474577,0.09836065573770492,0.02957590005826205,SPLADE_Sparse_Retrieval_Model_P004_C007,SPLADE_Sparse_Retrieval_Model_P003_C009,SPLADE_Sparse_Retrieval_Model_P004_C003,SPLADE_Sparse_Retrieval_Model_P004_C002,A Benchmarking Library for Retrieval-Augmented Generation_P027_C001
sentence_transformer,Q080,How does SPLADE perform relative to other sparse and dense retrieval methods?,SPLADE substantially outperforms other sparse retrieval approaches and achieves performance competitive with state-of-the-art dense retrieval methods.,"SPLADE outperforms previous sparse retrieval methods such as DeepCT and SparTerm, including those using expansion. It achieves results on par with state-of-the-art dense retrieval methods on the MS MARCO dev set, with Recall@1000 close to 0.96 for the ST exp-ℓ1 variant. SPLADE benefits from additional sparse expansion and log-saturation to greatly increase sparsity and reduce FLOPS, making it efficient without performance loss. Unlike SparTerm, SPLADE is trained end-to-end in a single step and is simpler than dense state-of-the-art baselines like ANCE. It also avoids approximate neighbor search. Its FLOPS regularization is advantageous to decrease computing cost, providing a better effectiveness-efficiency trade-off compared to other methods. SPLADE-v3 also shows strong retrieval performance on multiple KILT QA datasets, competitive with dense models.",0.22077922077922077,0.11842105263157895,0.18181818181818182,0.022701799985952675,SPLADE_Sparse_Retrieval_Model_P003_C009,SPLADE_Sparse_Retrieval_Model_P004_C006,A Benchmarking Library for Retrieval-Augmented Generation_P020_C000,SPLADE_Sparse_Retrieval_Model_P004_C001,SPLADE_Sparse_Retrieval_Model_P004_C005
sentence_transformer,Q081,Why is SPLADE presented as a competitive first-stage retriever?,"SPLADE combines learned sparse document expansion with in-batch negatives, logarithmic activation, and FLOPS regularization, allowing it to rival strong dense retrieval systems while retaining sparse retrieval efficiency.","SPLADE is presented as a competitive first-stage retriever because it reaches efficiency levels equivalent to sparse BOW (Bag of Words) models while outperforming doc2query-T5. It maintains performance comparable to the best first-stage rankers without additional computing cost, especially when using FLOPS regularization which decreases computing cost. Furthermore, SPLADE is trained end-to-end in a single step, is simpler compared to dense state-of-the-art baselines like ANCE, and avoids approximate neighbors search whose impact on IR metrics is not fully evaluated.",0.2105263157894737,0.017857142857142856,0.10526315789473685,0.029534200089983642,SPLADE_Sparse_Retrieval_Model_P004_C003,SPLADE_Sparse_Retrieval_Model_P004_C001,A Benchmarking Library for Retrieval-Augmented Generation_P007_C000,SPLADE_Sparse_Retrieval_Model_P004_C002,A Benchmarking Library for Retrieval-Augmented Generation_P018_C005
sentence_transformer,Q082,What does the RAG survey aim to organize and review?,"The survey systematically reviews the evolution, technical foundations, methods, applications, datasets, benchmarks, and evaluation approaches associated with retrieval-augmented generation.","The RAG survey aims to organize and review the foundational concepts, core technologies (specifically focusing on “Retrieval”, “Generation” and “Augmentation”), their synergies, current assessment methods covering 26 tasks and nearly 50 datasets, evaluation objectives and metrics, current evaluation benchmarks and tools, as well as anticipate future directions and potential enhancements to address current challenges.",0.3513513513513513,0.05555555555555556,0.24324324324324323,0.03839600004721433,survey_of_RAG_P002_C003,survey_of_RAG_P002_C001,RAG Failure Points and Challenges_P002_C000,RAG Failure Points and Challenges_P003_C002,Embedding Similarity in RAG_P002_C007
sentence_transformer,Q083,What retrieval design issues does the RAG survey identify as important?,"The survey highlights retrieval source, retrieval granularity, preprocessing, and embedding-model selection as key design issues in RAG retrieval.","The RAG survey identifies the following important retrieval design issues:

- Retrieval quality and its unclear relative impact compared to the size of the LLM.
- The use of outdated retrievers without refining retrieval ranking.
- The need to mitigate hallucinations and deal with noisy contexts within the LLM component, although the impact of the retrieval component on improving responses remains underexplored.
- The fragmented and chaotic state of RAG evaluation setups, which vary in datasets, collections, metrics, retrieval systems, and LLMs, hindering systematic comparison across methods or pipeline components.",0.1904761904761905,0.019417475728155338,0.13333333333333336,0.02616949996445328,survey_of_RAG_P001_C007,survey_of_RAG_P012_C006,survey_of_RAG_P002_C001,survey_of_RAG_P002_C002,A Benchmarking Library for Retrieval-Augmented Generation_P002_C006
sentence_transformer,Q084,Why does the RAG survey say there is no one-size-fits-all embedding model?,"Different embedding models are suited to different tasks, and hybrid sparse-dense retrieval can exploit complementary relevance signals rather than relying on a single universal model.","The RAG survey indicates there is no one-size-fits-all embedding model because the quality of embeddings is domain-specific and due to the inherent limitations with embeddings. Different embeddings perform variably depending on the application context, and query preprocessing, as well as how embeddings are generated for various data types (e.g., multimedia, tables, formulas), significantly impact RAG system performance. Thus, selecting the most suitable embedding model is critical and depends on the specific use case, meaning no single model fits all scenarios.",0.16216216216216217,0.03669724770642202,0.14414414414414414,0.021479699993506074,Embedding Model Similarity in RAG_P001_C004,Embedding Model Similarity in RAG_P007_C011,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P003_C003,RAG Failure Points and Challenges_P004_C007,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P006_C001
sentence_transformer,Q085,What three techniques are combined in Technical-Embeddings to improve technical question answering?,"Technical-Embeddings combines synthetic query generation, refined or contextual parsing, and adapter or prompt tuning to improve retrieval for technical question answering.","The three techniques combined in Technical-Embeddings to improve technical question answering are synthetic query generation, refined parsing techniques, and adapter tuning.",0.7272727272727273,0.38095238095238093,0.45454545454545453,0.01857650000602007,Technical_Embeddings_RAG_P002_C005,Technical_Embeddings_RAG_P004_C001,Technical_Embeddings_RAG_P001_C007,Technical_Embeddings_RAG_P001_C006,Technical_Embeddings_RAG_P001_C005
sentence_transformer,Q086,How is the Technical-Embeddings framework structured to improve semantic retrieval?,"The framework integrates synthetic query generation, contextual summarization, and prompt tuning as a unified approach for semantic retrieval over technical documentation.","The Technical-Embeddings framework improves semantic retrieval by integrating three advanced techniques within a dual-encoder architecture: synthetic query generation, contextual summary extraction, and prompt tuning. These components work together to optimize technical question answering by enhancing retrieval accuracy and ensuring contextually relevant results.",0.43076923076923074,0.1904761904761905,0.3384615384615385,0.018555099959485233,Technical_Embeddings_RAG_P004_C001,Technical_Embeddings_RAG_P002_C005,Technical_Embeddings_RAG_P006_C000,Technical_Embeddings_RAG_P001_C000,Technical_Embeddings_RAG_P005_C002
sentence_transformer,Q087,What performance outcome is reported for Technical-Embeddings?,"Technical-Embeddings outperforms traditional models on the RAG-EDA and Rust-Docs-QA datasets, with higher MAP, MRR, precision, and recall.",The provided document context does not contain any information about the performance outcome reported for Technical-Embeddings.,0.15789473684210528,0.05555555555555556,0.10526315789473684,0.016086300020106137,Seven Failure Points in RAG Systems_P001_C003,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P003_C003,Embedding Model Similarity in RAG_P001_C004,BGE_Embedding_Framework_P003_C005,Seven Failure Points in RAG Systems_P002_C004
sentence_transformer,Q088,What problem does the LIMIT study investigate about embedding-based retrieval?,"The study investigates theoretical and practical limits of using single-vector embeddings for increasingly complex retrieval tasks involving reasoning, instructions, coding, and flexible notions of relevance.","The LIMIT study investigates the theoretical and practical limitations of embedding-based retrieval models, specifically showing that for a fixed embedding dimension, there exist certain sets of documents that cannot be retrieved as top-k sets by any such model. It demonstrates that the embedding dimension restricts the ability to encode all document combinations, leading to retrieval tasks that embedding models cannot solve, even under best-case optimization. This highlights a fundamental limit to single vector embedding models in handling arbitrary queries and notions of relevance.",0.32142857142857145,0.1818181818181818,0.2857142857142857,0.013464899966493249,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P002_C002,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P010_C003,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C000,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P003_C001,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C003
sentence_transformer,Q089,How does BM25 compare with embedding-based retrieval on the difficult LIMIT task?,"On the LIMIT task, BM25 approaches near-perfect scores while dense embedding models perform much worse, indicating that the difficulty is not simply caused by standard domain shift.","BM25 comes close to perfect scores on the difficult LIMIT task, outperforming standard embedding-based retrieval models, which show low performance on this task. Training embedding models on similar examples provides little improvement, indicating the task is intrinsically hard.",0.417910447761194,0.12307692307692308,0.29850746268656714,0.030933600035496056,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P001_C002,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C004,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C005,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P008_C004,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C006
sentence_transformer,Q090,"What does the LIMIT study conclude about alternative sparse, multi-vector, or hybrid retrieval architectures?","The study notes that sparse, multi-vector, and hybrid approaches offer trade-offs, but none provides a clear complete solution to the identified limitations, leaving mitigation to future work.","The provided document context does not contain information about the conclusions of the LIMIT study regarding alternative sparse, multi-vector, or hybrid retrieval architectures.",0.339622641509434,0.0784313725490196,0.22641509433962265,0.02004920004401356,survey_of_RAG_P009_C004,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C003,DPR_Internal_Knowledge_and_Retrieval_Analysis_P001_C005,survey_of_RAG_P009_C005,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C002
bge,Q001,What is BERGEN designed to provide for RAG research?,"BERGEN is a Python library designed to support easy, reproducible, end-to-end RAG experiments and standardize comparisons across RAG systems.","BERGEN is designed to provide a standardized, end-to-end, and reproducible benchmarking library for Retrieval-Augmented Generation (RAG) research. It simplifies the fragmented experimental setup by supporting a wide range of model architectures and configurations, enabling reproducible experiments that include data download, preprocessing, indexing, retrieval, generation, and training. It is extendable with minimal code and built on top of the Hugging Face hub to incorporate available datasets and models easily.",0.3260869565217391,0.08888888888888888,0.2173913043478261,0.7438667999813333,A Benchmarking Library for Retrieval-Augmented Generation_P001_C001,A Benchmarking Library for Retrieval-Augmented Generation_P003_C001,A Benchmarking Library for Retrieval-Augmented Generation_P003_C002,Embedding Similarity in RAG_P001_C002,A Benchmarking Library for Retrieval-Augmented Generation_P004_C000
bge,Q002,How does reranking affect RAG performance in the BERGEN experiments?,"The BERGEN experiments show that reranking substantially improves results, with SPLADE-v3 reranked by DeBERTa-v3 achieving the strongest performance among the compared retrieval setups.","Reranking improves RAG performance by closing the gap between approaches, enhancing the ranking quality and therefore the relevance of input contexts. Fine-tuning ranking models boosts ranking quality but may not measure zero-shot performance, while reranking effectively improves retrieval relevance in the BERGEN experiments.",0.3142857142857143,0.05882352941176471,0.17142857142857146,0.08448119997046888,A Benchmarking Library for Retrieval-Augmented Generation_P003_C001,A Benchmarking Library for Retrieval-Augmented Generation_P001_C001,A Benchmarking Library for Retrieval-Augmented Generation_P008_C002,A Benchmarking Library for Retrieval-Augmented Generation_P018_C005,A Benchmarking Library for Retrieval-Augmented Generation_P002_C002
bge,Q003,What does BERGEN conclude about the importance of retrieval quality for RAG generation?,BERGEN concludes that retrieval quality significantly affects RAG response generation and emphasizes using state-of-the-art retrievers and rerankers.,BERGEN emphasizes that evaluating retrieval quality is crucial for determining the effectiveness of the context sourced by the retriever component in RAG generation. This is highlighted as one of the main evaluation objectives to ensure the retriever provides relevant context for coherent and relevant answer generation.,0.33333333333333337,0.0625,0.30303030303030304,0.0968371001072228,survey_of_RAG_P012_C004,A Benchmarking Library for Retrieval-Augmented Generation_P003_C001,A Benchmarking Library for Retrieval-Augmented Generation_P001_C001,A Benchmarking Library for Retrieval-Augmented Generation_P001_C000,survey_of_RAG_P005_C008
bge,Q004,What is Ragas and what problem is it intended to solve?,Ragas is a framework for reference-free automated evaluation of retrieval-augmented generation pipelines.,Ragas is a framework for the automated assessment of Retrieval Augmented Generation (RAG) systems. It is intended to address issues in existing evaluation methods that may not be representative of how RAG systems are used.,0.44897959183673464,0.2978723404255319,0.40816326530612246,0.08549349999520928,Embedding Similarity in RAG_P002_C007,Automated Evaluation of Retrieval Augmented Generation_P001_C006,RAG Failure Points and Challenges_P004_C002,RAG Failure Points and Challenges_P002_C000,survey_of_RAG_P001_C008
bge,Q005,How are the proposed Ragas metrics compared with human judgments?,"The proposed metrics are evaluated by measuring how often their preferred answer or context agrees with human annotators, with agreement reported as accuracy.","The proposed Ragas metrics show a closer alignment with human judgments than the predictions from two baseline methods. For faithfulness, the Ragas predictions are generally highly accurate. For answer relevance, the agreement with human judgments is lower, but this is mainly due to factors discussed in the evaluation.",0.28169014084507044,0.05797101449275362,0.19718309859154928,0.08908599999267608,Embedding Similarity in RAG_P004_C002,Automated Evaluation of Retrieval Augmented Generation_P005_C003,Automated Evaluation of Retrieval Augmented Generation_P001_C001,Embedding Similarity in RAG_P006_C003,survey_of_RAG_P014_C001
bge,Q006,What evaluation need does the Ragas study emphasize in its conclusion?,"The study emphasizes the need for automated, reference-free evaluation methods for RAG systems.","The Ragas study emphasizes the need for an automated reference-free evaluation framework for Retrieval Augmented Generation (RAG) systems that can assess faithfulness (whether the answer is grounded in the retrieved context), answer relevance (whether the answer addresses the question), and context relevance.",0.456140350877193,0.2909090909090909,0.456140350877193,0.08659179997630417,Automated Evaluation of Retrieval Augmented Generation_P002_C000,Automated Evaluation of Retrieval Augmented Generation_P005_C004,Automated Evaluation of Retrieval Augmented Generation_P005_C003,Automated Evaluation of Retrieval Augmented Generation_P001_C006,Embedding Similarity in RAG_P004_C002
bge,Q007,What is a major contribution of the BM25-to-Corrective-RAG benchmark?,"The study provides a systematic benchmark of ten retrieval methods on a text-and-table financial question-answering corpus, including methods such as contextual retrieval, CRAG, and neural reranking.",The document context does not provide specific information about the major contribution of the BM25-to-Corrective-RAG benchmark.,0.16666666666666666,0.0,0.125,0.0964088001055643,GlobalRAG_Benchmark_P008_C004,GlobalRAG_Benchmark_P002_C006,survey_of_RAG_P014_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C000,GlobalRAG_Benchmark_P008_C005
bge,Q008,Which retrieval pipeline achieved the best Recall@5 on the full T2-RAGBench test set?,"A two-stage pipeline combining hybrid retrieval with neural reranking achieved the best Recall@5, reaching 0.816 on the full T2-RAGBench test set.",The two-stage pipeline of hybrid retrieval followed by neural reranking (Hybrid + Cohere Rerank) achieved the best Recall@5 on the full T2-RAGBench test set with a score of 0.816.,0.8070175438596492,0.5818181818181819,0.6666666666666666,0.09283660002984107,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P008_C002,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P005_C001,A Benchmarking Library for Retrieval-Augmented Generation_P007_C000,Technical_Embeddings_RAG_P005_C004
bge,Q009,What key conclusion does the benchmark report about hybrid retrieval with neural reranking?,"The study concludes that a two-stage hybrid retrieval plus neural reranking pipeline performs best, reaching Recall@5 of 0.816 and MRR@3 of 0.605.","The benchmark reports that the two-stage pipeline of hybrid retrieval followed by neural reranking (Hybrid + Cohere Rerank) outperforms all single-stage methods by a wide margin. It achieves significantly higher Recall@5 (0.816) and MRR@3 (0.605), showing that the reranker's cross-encoder architecture provides fine-grained query-document relevance scoring that dramatically improves ranking precision. This two-stage approach is the clearly recommended architecture for production retrieval-augmented generation (RAG) on text-and-table documents.",0.37383177570093457,0.17142857142857143,0.3177570093457944,0.13519890001043677,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C005,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P007_C001,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P005_C001,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P014_C005
bge,Q010,How is BERT adapted in the passage reranking study?,The study adapts BERT as a query-based passage reranker for information retrieval.,"In the passage reranking study, BERT is adapted as a passage re-ranker that scores and re-ranks candidate passages based on their relevance to a query. Specifically, BERT is used in the second stage of a three-stage question-answering pipeline: after an initial retrieval of possibly relevant documents (e.g., via BM25), BERT estimates a relevance score for each candidate passage to re-rank them, improving retrieval quality. This adaptation has achieved state-of-the-art results on tasks like MS MARCO and TREC-CAR.",0.23999999999999996,0.061224489795918366,0.16,0.08043590001761913,BERT_Passage_Reranking_P001_C000,BERT_Passage_Reranking_P001_C003,BERT_Passage_Reranking_P001_C004,BERT_Passage_Reranking_P004_C000,DPR_Internal_Knowledge_and_Retrieval_Analysis_P002_C001
bge,Q011,How did the BERT-based rerankers perform relative to previous state-of-the-art methods?,"Despite training on only a fraction of the available data, the proposed BERT-based rerankers surpassed previous state-of-the-art models by a large margin on both evaluated tasks.","BERT-based rerankers significantly outperformed previous state-of-the-art methods, achieving the top entry on the MS MARCO passage retrieval task leaderboard and improving over the previous state of the art by 27%.",0.43749999999999994,0.22580645161290322,0.3125,0.19784969999454916,BERT_Passage_Reranking_P001_C000,ColBERT_Late_Interaction_Retrieval_P007_C002,survey_of_RAG_P010_C002,ColBERT_Late_Interaction_Retrieval_P009_C008,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P003_C007
